2720 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
2723 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:os.version=3.13.0-45-generic
2723 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:user.name=gggopi
2723 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:user.home=/home/gggopi
2723 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Client environment:user.dir=/home/gggopi/apache-storm-0.9.5/examples/untitled
2732 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
2732 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:host.name=gggopi-HP-Pavilion-g6-NoteBook-PC
2732 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.version=1.7.0_65
2733 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.vendor=Oracle Corporation
2733 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.home=/usr/lib/jvm/java-7-openjdk-amd64/jre
2733 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.class.path=/home/gggopi/apache-storm-0.9.5/lib/math.numeric-tower-0.0.1.jar:/home/gggopi/apache-storm-0.9.5/lib/clj-stacktrace-0.2.2.jar:/home/gggopi/apache-storm-0.9.5/lib/json-simple-1.1.jar:/home/gggopi/apache-storm-0.9.5/lib/snakeyaml-1.11.jar:/home/gggopi/apache-storm-0.9.5/lib/commons-io-2.4.jar:/home/gggopi/apache-storm-0.9.5/lib/log4j-over-slf4j-1.6.6.jar:/home/gggopi/apache-storm-0.9.5/lib/hiccup-0.3.6.jar:/home/gggopi/apache-storm-0.9.5/lib/clout-1.0.1.jar:/home/gggopi/apache-storm-0.9.5/lib/tools.macro-0.1.0.jar:/home/gggopi/apache-storm-0.9.5/lib/ring-jetty-adapter-0.3.11.jar:/home/gggopi/apache-storm-0.9.5/lib/commons-lang-2.5.jar:/home/gggopi/apache-storm-0.9.5/lib/kryo-2.21.jar:/home/gggopi/apache-storm-0.9.5/lib/tools.cli-0.2.4.jar:/home/gggopi/apache-storm-0.9.5/lib/commons-exec-1.1.jar:/home/gggopi/apache-storm-0.9.5/lib/reflectasm-1.07-shaded.jar:/home/gggopi/apache-storm-0.9.5/lib/logback-core-1.0.13.jar:/home/gggopi/apache-storm-0.9.5/lib/core.incubator-0.1.0.jar:/home/gggopi/apache-storm-0.9.5/lib/jgrapht-core-0.9.0.jar:/home/gggopi/apache-storm-0.9.5/lib/joda-time-2.0.jar:/home/gggopi/apache-storm-0.9.5/lib/servlet-api-2.5.jar:/home/gggopi/apache-storm-0.9.5/lib/compojure-1.1.3.jar:/home/gggopi/apache-storm-0.9.5/lib/commons-fileupload-1.2.1.jar:/home/gggopi/apache-storm-0.9.5/lib/chill-java-0.3.5.jar:/home/gggopi/apache-storm-0.9.5/lib/ring-core-1.1.5.jar:/home/gggopi/apache-storm-0.9.5/lib/ring-servlet-0.3.11.jar:/home/gggopi/apache-storm-0.9.5/lib/objenesis-1.2.jar:/home/gggopi/apache-storm-0.9.5/lib/ring-devel-0.3.11.jar:/home/gggopi/apache-storm-0.9.5/lib/commons-codec-1.6.jar:/home/gggopi/apache-storm-0.9.5/lib/jline-2.11.jar:/home/gggopi/apache-storm-0.9.5/lib/logback-classic-1.0.13.jar:/home/gggopi/apache-storm-0.9.5/lib/clojure-1.5.1.jar:/home/gggopi/apache-storm-0.9.5/lib/minlog-1.2.jar:/home/gggopi/apache-storm-0.9.5/lib/carbonite-1.4.0.jar:/home/gggopi/apache-storm-0.9.5/lib/jetty-util-6.1.26.jar:/home/gggopi/apache-storm-0.9.5/lib/tools.logging-0.2.3.jar:/home/gggopi/apache-storm-0.9.5/lib/clj-time-0.4.1.jar:/home/gggopi/apache-storm-0.9.5/lib/asm-4.0.jar:/home/gggopi/apache-storm-0.9.5/lib/disruptor-2.10.1.jar:/home/gggopi/apache-storm-0.9.5/lib/jetty-6.1.26.jar:/home/gggopi/apache-storm-0.9.5/lib/commons-logging-1.1.3.jar:/home/gggopi/apache-storm-0.9.5/lib/storm-core-0.9.5.jar:/home/gggopi/apache-storm-0.9.5/lib/slf4j-api-1.7.5.jar:./target/myProj-1.0-SNAPSHOT.jar:/home/gggopi/apache-storm-0.9.5/conf:/home/gggopi/apache-storm-0.9.5/bin
2733 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.library.path=/usr/local/lib:/opt/local/lib:/usr/lib
2733 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.io.tmpdir=/tmp
2733 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:java.compiler=<NA>
2733 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:os.name=Linux
2733 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:os.arch=amd64
2733 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:os.version=3.13.0-45-generic
2733 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:user.name=gggopi
2733 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:user.home=/home/gggopi
2733 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Server environment:user.dir=/home/gggopi/apache-storm-0.9.5/examples/untitled
3159 [main] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir /tmp/6acb520d-d612-432c-acb6-ae99d35731e7/version-2 snapdir /tmp/6acb520d-d612-432c-acb6-ae99d35731e7/version-2
3166 [main] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - binding to port 0.0.0.0/0.0.0.0:2000
3171 [main] INFO  backtype.storm.zookeeper - Starting inprocess zookeeper at port 2000 and dir /tmp/6acb520d-d612-432c-acb6-ae99d35731e7
3365 [main] INFO  backtype.storm.daemon.nimbus - Starting Nimbus with conf {"dev.zookeeper.path" "/tmp/dev-storm-zookeeper", "topology.tick.tuple.freq.secs" nil, "topology.builtin.metrics.bucket.size.secs" 60, "topology.fall.back.on.java.serialization" true, "topology.max.error.report.per.interval" 5, "zmq.linger.millis" 0, "topology.skip.missing.kryo.registrations" true, "storm.messaging.netty.client_worker_threads" 1, "ui.childopts" "-Xmx768m", "storm.zookeeper.session.timeout" 20000, "nimbus.reassign" true, "topology.trident.batch.emit.interval.millis" 50, "storm.messaging.netty.flush.check.interval.ms" 10, "nimbus.monitor.freq.secs" 10, "logviewer.childopts" "-Xmx128m", "java.library.path" "/usr/local/lib:/opt/local/lib:/usr/lib", "topology.executor.send.buffer.size" 1024, "storm.local.dir" "/tmp/bd06ac69-8a5c-4677-8c20-26f2039638fa", "storm.messaging.netty.buffer_size" 5242880, "supervisor.worker.start.timeout.secs" 120, "topology.enable.message.timeouts" true, "nimbus.cleanup.inbox.freq.secs" 600, "nimbus.inbox.jar.expiration.secs" 3600, "drpc.worker.threads" 64, "storm.meta.serialization.delegate" "backtype.storm.serialization.DefaultSerializationDelegate", "topology.worker.shared.thread.pool.size" 4, "nimbus.host" "10.0.2.15", "storm.messaging.netty.min_wait_ms" 100, "storm.zookeeper.port" 2000, "transactional.zookeeper.port" nil, "topology.executor.receive.buffer.size" 1024, "transactional.zookeeper.servers" nil, "storm.zookeeper.root" "/storm", "storm.zookeeper.retry.intervalceiling.millis" 30000, "supervisor.enable" true, "storm.messaging.netty.server_worker_threads" 1, "storm.zookeeper.servers" ["localhost"], "transactional.zookeeper.root" "/transactional", "topology.acker.executors" nil, "topology.transfer.buffer.size" 1024, "topology.worker.childopts" nil, "drpc.queue.size" 128, "worker.childopts" "-Xmx768m", "supervisor.heartbeat.frequency.secs" 5, "topology.error.throttle.interval.secs" 10, "zmq.hwm" 0, "drpc.port" 3772, "supervisor.monitor.frequency.secs" 3, "drpc.childopts" "-Xmx768m", "topology.receiver.buffer.size" 8, "task.heartbeat.frequency.secs" 3, "topology.tasks" nil, "storm.messaging.netty.max_retries" 300, "topology.spout.wait.strategy" "backtype.storm.spout.SleepSpoutWaitStrategy", "nimbus.thrift.max_buffer_size" 1048576, "topology.max.spout.pending" nil, "storm.zookeeper.retry.interval" 1000, "topology.sleep.spout.wait.strategy.time.ms" 1, "nimbus.topology.validator" "backtype.storm.nimbus.DefaultTopologyValidator", "supervisor.slots.ports" [6700 6701], "topology.environment" nil, "topology.debug" false, "nimbus.task.launch.secs" 120, "nimbus.supervisor.timeout.secs" 60, "topology.message.timeout.secs" 30, "task.refresh.poll.secs" 10, "topology.workers" 1, "supervisor.childopts" "-Xmx256m", "nimbus.thrift.port" 6627, "topology.stats.sample.rate" 0.05, "worker.heartbeat.frequency.secs" 1, "topology.tuple.serializer" "backtype.storm.serialization.types.ListDelegateSerializer", "topology.disruptor.wait.strategy" "com.lmax.disruptor.BlockingWaitStrategy", "topology.multilang.serializer" "backtype.storm.multilang.JsonSerializer", "nimbus.task.timeout.secs" 30, "storm.zookeeper.connection.timeout" 15000, "topology.kryo.factory" "backtype.storm.serialization.DefaultKryoFactory", "drpc.invocations.port" 3773, "logviewer.port" 8000, "zmq.threads" 1, "storm.zookeeper.retry.times" 5, "topology.worker.receiver.thread.count" 1, "storm.thrift.transport" "backtype.storm.security.auth.SimpleTransportPlugin", "topology.state.synchronization.timeout.secs" 60, "supervisor.worker.timeout.secs" 30, "nimbus.file.copy.expiration.secs" 600, "storm.messaging.transport" "backtype.storm.messaging.netty.Context", "logviewer.appender.name" "A1", "storm.messaging.netty.max_wait_ms" 1000, "drpc.request.timeout.secs" 600, "storm.local.mode.zmq" false, "ui.port" 8080, "nimbus.childopts" "-Xmx1024m", "storm.cluster.mode" "local", "topology.max.task.parallelism" nil, "storm.messaging.netty.transfer.batch.size" 262144, "topology.classpath" nil}
3369 [main] INFO  backtype.storm.daemon.nimbus - Using default scheduler
3377 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
3447 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
3450 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000 sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@4007fe31
3462 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server localhost/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
3465 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to localhost/127.0.0.1:2000, initiating session
3465 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:46493
3472 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:46493
3475 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.persistence.FileTxnLog - Creating new log file: log.1
3531 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x14ddd5ae8940000 with negotiated timeout 20000 for client /127.0.0.1:46493
3531 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server localhost/127.0.0.1:2000, sessionid = 0x14ddd5ae8940000, negotiated timeout = 20000
3535 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
3537 [main-EventThread] INFO  backtype.storm.zookeeper - Zookeeper state update: :connected:none
4591 [ProcessThread(sid:0 cport:-1):] INFO  org.apache.storm.zookeeper.server.PrepRequestProcessor - Processed session termination for sessionid: 0x14ddd5ae8940000
4597 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Session: 0x14ddd5ae8940000 closed
4597 [main-EventThread] INFO  org.apache.storm.zookeeper.ClientCnxn - EventThread shut down
4598 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxn - Closed socket connection for client /127.0.0.1:46493 which had sessionid 0x14ddd5ae8940000
4599 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
4600 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
4600 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000/storm sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@b91443a
4602 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server localhost/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
4602 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to localhost/127.0.0.1:2000, initiating session
4602 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:46494
4603 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:46494
4608 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x14ddd5ae8940001 with negotiated timeout 20000 for client /127.0.0.1:46494
4609 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server localhost/127.0.0.1:2000, sessionid = 0x14ddd5ae8940001, negotiated timeout = 20000
4609 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
4688 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
4689 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
4689 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000 sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@e4bdddc
4690 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server localhost/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
4691 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to localhost/127.0.0.1:2000, initiating session
4691 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:46495
4691 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:46495
4697 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x14ddd5ae8940002 with negotiated timeout 20000 for client /127.0.0.1:46495
4697 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server localhost/127.0.0.1:2000, sessionid = 0x14ddd5ae8940002, negotiated timeout = 20000
4697 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
4698 [main-EventThread] INFO  backtype.storm.zookeeper - Zookeeper state update: :connected:none
4704 [ProcessThread(sid:0 cport:-1):] INFO  org.apache.storm.zookeeper.server.PrepRequestProcessor - Processed session termination for sessionid: 0x14ddd5ae8940002
4708 [main-EventThread] INFO  org.apache.storm.zookeeper.ClientCnxn - EventThread shut down
4708 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Session: 0x14ddd5ae8940002 closed
4708 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxn - Closed socket connection for client /127.0.0.1:46495 which had sessionid 0x14ddd5ae8940002
4709 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
4710 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
4710 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000/storm sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@24d7aac3
4711 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server localhost/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
4712 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to localhost/127.0.0.1:2000, initiating session
4713 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
4713 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:46496
4713 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:46496
4714 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
4715 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000 sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@35677c16
4716 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server localhost/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
4716 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to localhost/127.0.0.1:2000, initiating session
4716 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:46497
4717 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:46497
4719 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x14ddd5ae8940003 with negotiated timeout 20000 for client /127.0.0.1:46496
4719 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server localhost/127.0.0.1:2000, sessionid = 0x14ddd5ae8940003, negotiated timeout = 20000
4720 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
4730 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x14ddd5ae8940004 with negotiated timeout 20000 for client /127.0.0.1:46497
4730 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server localhost/127.0.0.1:2000, sessionid = 0x14ddd5ae8940004, negotiated timeout = 20000
4731 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
4731 [main-EventThread] INFO  backtype.storm.zookeeper - Zookeeper state update: :connected:none
4734 [ProcessThread(sid:0 cport:-1):] INFO  org.apache.storm.zookeeper.server.PrepRequestProcessor - Processed session termination for sessionid: 0x14ddd5ae8940004
4741 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Session: 0x14ddd5ae8940004 closed
4741 [main-EventThread] INFO  org.apache.storm.zookeeper.ClientCnxn - EventThread shut down
4742 [main] INFO  backtype.storm.utils.StormBoundedExponentialBackoffRetry - The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [5]
4742 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxn - Closed socket connection for client /127.0.0.1:46497 which had sessionid 0x14ddd5ae8940004
4743 [main] INFO  org.apache.storm.curator.framework.imps.CuratorFrameworkImpl - Starting
4743 [main] INFO  org.apache.storm.zookeeper.ZooKeeper - Initiating client connection, connectString=localhost:2000/storm sessionTimeout=20000 watcher=org.apache.storm.curator.ConnectionState@775d3119
4744 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Opening socket connection to server localhost/127.0.0.1:2000. Will not attempt to authenticate using SASL (unknown error)
4745 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Socket connection established to localhost/127.0.0.1:2000, initiating session
4745 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.NIOServerCnxnFactory - Accepted socket connection from /127.0.0.1:46498
4746 [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2000] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Client attempting to establish new session at /127.0.0.1:46498
4753 [SyncThread:0] INFO  org.apache.storm.zookeeper.server.ZooKeeperServer - Established session 0x14ddd5ae8940005 with negotiated timeout 20000 for client /127.0.0.1:46498
4753 [main-SendThread(localhost:2000)] INFO  org.apache.storm.zookeeper.ClientCnxn - Session establishment complete on server localhost/127.0.0.1:2000, sessionid = 0x14ddd5ae8940005, negotiated timeout = 20000
4754 [main-EventThread] INFO  org.apache.storm.curator.framework.state.ConnectionStateManager - State change: CONNECTED
